Taxa,ID,Meds,Magnitude,Cohort,Group,P value,Influence
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis.s__,g__Anaerofustis,Trimethoprim.sulfamethoxazole,0.007118965,HSCT,Single drug analysis,0.047379751,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__gnavus,R. gnavus,Trimethoprim.sulfamethoxazole,3.651118447,HSCT,Single drug analysis,0.026700418,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__citroniae,C. citroniae,Trimethoprim.sulfamethoxazole,-0.014990169,HSCT,Single drug analysis,0.015439005,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__,g__Coprococcus,Trimethoprim.sulfamethoxazole,3.020099818,HSCT,Single drug analysis,0.000791497,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.__,g__Roseburia1,Trimethoprim.sulfamethoxazole,0.08725699,HSCT,Single drug analysis,0.037814216,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__.s__,f__Peptostreptococcaceae1,Trimethoprim.sulfamethoxazole,0.222231154,HSCT,Single drug analysis,0.01203362,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira.s__,g__Oscillospira,Trimethoprim.sulfamethoxazole,0.87242681,HSCT,Single drug analysis,0.035879723,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__bromii,R. bromii,Trimethoprim.sulfamethoxazole,0.811433138,HSCT,Single drug analysis,0.004551508,Promotion
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella.s__,g__Sutterella,Trimethoprim.sulfamethoxazole,0.58113594,HSCT,Single drug analysis,0.035221343,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia.s__mucilaginosa,R. mucilaginosa,Phenoxymethylpenicillin,0.203381016,HSCT,Single drug analysis,2.34E-06,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__,g__Parabacteroides,Phenoxymethylpenicillin,-2.645046574,HSCT,Single drug analysis,0.000310208,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__,g__Enterococcus2,Phenoxymethylpenicillin,15.08911224,HSCT,Single drug analysis,0.031655061,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.__.__,f__Peptostreptococcaceae2,Phenoxymethylpenicillin,11.53575963,HSCT,Single drug analysis,0.001419609,Promotion
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella.s__,g__Sutterella,Phenoxymethylpenicillin,-1.497393127,HSCT,Single drug analysis,0.016674924,Inhibition
k__Bacteria.__.__.__.__.__.__,k__Bacteria,Amoxicillin,0.521525222,HSCT,Single drug analysis,0.030924782,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia.s__mucilaginosa,R. mucilaginosa,Amoxicillin,-0.084163641,HSCT,Single drug analysis,0.040503669,Inhibition
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Scardovia.s__,g__Scardovia,Amoxicillin,-0.084611294,HSCT,Single drug analysis,0.004800702,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.__,g__Bacteroides1,Amoxicillin,0.691187409,HSCT,Single drug analysis,2.00E-05,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__ovatus,B. ovatus,Amoxicillin,-2.533436185,HSCT,Single drug analysis,0.019550295,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__,g__Parabacteroides,Amoxicillin,0.939024533,HSCT,Single drug analysis,0.03447547,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__distasonis,P. distasonis,Amoxicillin,0.798386954,HSCT,Single drug analysis,0.038976318,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__.s__,f__Rikenellaceae,Amoxicillin,0.13744457,HSCT,Single drug analysis,1.52E-05,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.__,g__Enterococcus1,Amoxicillin,-5.861704772,HSCT,Single drug analysis,0.039742281,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__.s__,o__Clostridiales1,Amoxicillin,1.759141722,HSCT,Single drug analysis,0.005822662,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__.s__,f__Mogibacteriaceae,Amoxicillin,0.107683262,HSCT,Single drug analysis,5.77E-05,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__.s__,f__Christensenellaceae,Amoxicillin,0.286077381,HSCT,Single drug analysis,1.36E-08,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__celatum,C. celatum,Amoxicillin,-0.450800533,HSCT,Single drug analysis,0.046734506,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__paraputrificum,C. paraputrificum,Amoxicillin,-0.212295745,HSCT,Single drug analysis,0.033534208,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.__.__,f__Lachnospiraceae2,Amoxicillin,1.225249006,HSCT,Single drug analysis,0.003743733,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__,g__Ruminococcus2,Amoxicillin,0.588355117,HSCT,Single drug analysis,1.32E-10,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__lavalense,C. lavalense,Amoxicillin,0.079333432,HSCT,Single drug analysis,4.36E-07,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.__,g__Roseburia1,Amoxicillin,0.666100846,HSCT,Single drug analysis,0.009871786,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__,g__Roseburia2,Amoxicillin,-1.228200779,HSCT,Single drug analysis,0.045112407,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__.s__,f__Peptostreptococcaceae1,Amoxicillin,-0.441038573,HSCT,Single drug analysis,0.033618955,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Clostridium.s__bartlettii,C. bartlettii,Amoxicillin,-1.931062485,HSCT,Single drug analysis,0.001226817,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__.s__,f__Ruminococcaceae1,Amoxicillin,0.696255616,HSCT,Single drug analysis,0.00972088,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus.s__,g__Anaerotruncus,Amoxicillin,0.035445264,HSCT,Single drug analysis,0.001281741,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Clostridium.s__methylpentosum,C. methylpentosum,Amoxicillin,0.107922502,HSCT,Single drug analysis,2.62E-11,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__,g__Ruminococcus1,Amoxicillin,0.856581962,HSCT,Single drug analysis,0.007473181,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__bromii,R. bromii,Amoxicillin,-1.385139096,HSCT,Single drug analysis,0.009623311,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium.s__,g__Phascolarctobacterium,Amoxicillin,-0.552379129,HSCT,Single drug analysis,0.000637865,Inhibition
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae.g__Fusobacterium.s__,g__Fusobacterium,Amoxicillin,-0.217993822,HSCT,Single drug analysis,0.024570329,Inhibition
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia.s__muciniphila,A. muciniphila,Amoxicillin,4.933006671,HSCT,Single drug analysis,0.00047384,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__,g__Actinomyces,Ceftazidime,0.035674994,HSCT,Single drug analysis,0.037269491,Promotion
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium.s__,g__Atopobium,Ceftazidime,0.014506634,HSCT,Single drug analysis,0.045895427,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__uniformis,B. uniformis,Ceftazidime,-1.790900879,HSCT,Single drug analysis,0.040690857,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__,g__Parabacteroides,Ceftazidime,-1.201068782,HSCT,Single drug analysis,0.002064749,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__distasonis,P. distasonis,Ceftazidime,-0.842131991,HSCT,Single drug analysis,0.01339277,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__indistinctus,A. indistinctus,Ceftazidime,-0.005041757,HSCT,Single drug analysis,0.033828909,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.__,g__Staphylococcus,Ceftazidime,2.250857509,HSCT,Single drug analysis,0.027806822,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.__.__.__,o__Lactobacillales,Ceftazidime,-10.31683511,HSCT,Single drug analysis,0.000121529,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__,g__Enterococcus2,Ceftazidime,-8.467848314,HSCT,Single drug analysis,2.68E-06,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__,g__Lactobacillus2,Ceftazidime,2.258301791,HSCT,Single drug analysis,0.015661113,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__.s__,f__Christensenellaceae,Ceftazidime,0.122410573,HSCT,Single drug analysis,0.007108299,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__celatum,C. celatum,Ceftazidime,-0.467899637,HSCT,Single drug analysis,0.019096591,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__gnavus,R. gnavus,Ceftazidime,2.374783355,HSCT,Single drug analysis,0.009027405,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__producta,B. producta,Ceftazidime,2.388978954,HSCT,Single drug analysis,0.012972268,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__aldenense,C. aldenense,Ceftazidime,-0.144474996,HSCT,Single drug analysis,0.002983813,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__clostridioforme,C. clostridioforme,Ceftazidime,0.326692147,HSCT,Single drug analysis,0.016400409,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__lavalense,C. lavalense,Ceftazidime,0.034994285,HSCT,Single drug analysis,0.013070744,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.__,g__Roseburia1,Ceftazidime,0.525413209,HSCT,Single drug analysis,0.021184239,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__.s__,f__Ruminococcaceae1,Ceftazidime,0.513930437,HSCT,Single drug analysis,0.030791148,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus.s__,g__Anaerotruncus,Ceftazidime,0.019880614,HSCT,Single drug analysis,0.041769885,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Butyricicoccus.s__pullicaecorum,B. pullicaecorum,Ceftazidime,0.597039648,HSCT,Single drug analysis,0.003093799,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Clostridium.s__methylpentosum,C. methylpentosum,Ceftazidime,0.037398293,HSCT,Single drug analysis,0.011448861,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.__,g__Faecalibacterium,Ceftazidime,0.253110258,HSCT,Single drug analysis,0.026166276,Promotion
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.s__,f__Erysipelotrichaceae,Ceftazidime,-0.292153412,HSCT,Single drug analysis,0.00075608,Inhibition
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae.g__Fusobacterium.s__,g__Fusobacterium,Ceftazidime,-0.253498273,HSCT,Single drug analysis,0.002934722,Inhibition
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.__.__,f__Enterobacteriaceae,Ceftazidime,4.887069199,HSCT,Single drug analysis,0.035837487,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Rothia.s__mucilaginosa,R. mucilaginosa,Ceftriaxon,0.943957619,HSCT,Single drug analysis,4.95E-27,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__delbrueckii,L. delbrueckii,Ceftriaxon,0.163015679,HSCT,Single drug analysis,5.63E-32,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__,g__Streptococcus1,Ceftriaxon,20.48322396,HSCT,Single drug analysis,3.09E-09,Promotion
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.Eubacterium..s__dolichum,E. dolichum,Ceftriaxon,34.70869405,HSCT,Single drug analysis,0.000521092,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__caccae,B. caccae,Ciprofloxacin,0.532146264,HSCT,Single drug analysis,0.010505998,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__uniformis,B. uniformis,Ciprofloxacin,1.400476089,HSCT,Single drug analysis,0.001872284,Promotion
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__,g__Parabacteroides,Ciprofloxacin,0.782058887,HSCT,Single drug analysis,0.049257875,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__infantis,S. infantis,Ciprofloxacin,-0.22414857,HSCT,Single drug analysis,0.010959067,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter.s__,g__Turicibacter,Ciprofloxacin,0.06564142,HSCT,Single drug analysis,0.004698557,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__.s__,o__Clostridiales1,Ciprofloxacin,2.409827485,HSCT,Single drug analysis,0.044753277,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__.s__,f__Christensenellaceae,Ciprofloxacin,0.012936325,HSCT,Single drug analysis,0.033172901,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__paraputrificum,C. paraputrificum,Ciprofloxacin,0.309083082,HSCT,Single drug analysis,0.00707556,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__hathewayi,C. hathewayi,Ciprofloxacin,1.822445,HSCT,Single drug analysis,0.035519853,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Clostridium.s__lavalense,C. lavalense,Ciprofloxacin,0.021283257,HSCT,Single drug analysis,0.007078599,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus.s__,g__Anaerotruncus,Ciprofloxacin,0.040646926,HSCT,Single drug analysis,0.005731431,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Butyricicoccus.s__pullicaecorum,B. pullicaecorum,Ciprofloxacin,0.892565876,HSCT,Single drug analysis,0.04802139,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Dialister.s__,g__Dialister,Ciprofloxacin,0.245880802,HSCT,Single drug analysis,0.027630846,Promotion
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemania.s__,g__Holdemania,Ciprofloxacin,0.063984837,HSCT,Single drug analysis,0.046404019,Promotion
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.__.__,f__Enterobacteriaceae,Ciprofloxacin,12.49009504,HSCT,Single drug analysis,5.48E-06,Promotion
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Shigella.__,g__Shigella,Ciprofloxacin,1.076147557,HSCT,Single drug analysis,0.024453148,Promotion
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.__,g__Bifidobacterium1,Meropenem,-3.373655708,HSCT,Single drug analysis,0.038244585,Inhibition
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__distasonis,P. distasonis,Meropenem,0.184883776,HSCT,Single drug analysis,0.02684483,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.__.__.__,o__Lactobacillales,Meropenem,12.60320565,HSCT,Single drug analysis,0.001234414,Promotion
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__,g__Lactobacillus2,Meropenem,-0.097141564,HSCT,Single drug analysis,0.003117686,Inhibition
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__,g__Lactococcus,Meropenem,7.404693869,HSCT,Single drug analysis,0.002167036,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__.s__,f__Mogibacteriaceae,Meropenem,-0.053817169,HSCT,Single drug analysis,0.04021173,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__gnavus,R. gnavus,Meropenem,-4.104925354,HSCT,Single drug analysis,0.008052892,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus..s__torques,R. torques,Meropenem,-0.322499925,HSCT,Single drug analysis,0.034863003,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__,g__Blautia,Meropenem,-3.064809527,HSCT,Single drug analysis,0.044579208,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__,g__Coprococcus,Meropenem,-2.539516042,HSCT,Single drug analysis,0.002945901,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira.s__,g__Lachnospira,Meropenem,-0.192230422,HSCT,Single drug analysis,0.048137999,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__.s__,f__Ruminococcaceae1,Meropenem,-0.907939187,HSCT,Single drug analysis,0.016083038,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira.s__,g__Oscillospira,Meropenem,-0.971924333,HSCT,Single drug analysis,0.012969128,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__,g__Ruminococcus1,Meropenem,-1.281651396,HSCT,Single drug analysis,0.004346209,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Dialister.s__,g__Dialister,Meropenem,-0.185898011,HSCT,Single drug analysis,0.033054436,Inhibition
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Veillonella.s__parvula,V. parvula,Meropenem,-0.652751462,HSCT,Single drug analysis,0.031752174,Inhibition
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.s__,f__Erysipelotrichaceae,Meropenem,-0.320078069,HSCT,Single drug analysis,0.03538566,Inhibition
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__,g__Actinomyces,Piperacillin.tazobactam,0.415591108,HSCT,Single drug analysis,3.84E-10,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.__.__.__,o__Clostridiales2,Piperacillin.tazobactam,16.628886,HSCT,Single drug analysis,2.72E-17,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__celatum,C. celatum,Piperacillin.tazobactam,3.197398705,HSCT,Single drug analysis,1.45E-17,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__paraputrificum,C. paraputrificum,Piperacillin.tazobactam,4.780440716,HSCT,Single drug analysis,8.67E-85,Promotion
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__.s__,f__Peptostreptococcaceae1,Piperacillin.tazobactam,1.731897572,HSCT,Single drug analysis,1.49E-05,Promotion
